gene	idx
PGR	2720
PHB1	2721
PHEX	2722
PHF1	2723
PHF19	2724
PHGDH	2725
PHLDA1	2726
PHLDA2	2727
PHLDA3	2728
PHOX2A	2729
PHTF2	2730
PHYHIP	2731
PHYKPL	2732
PI16	2733
PI3	2734
PIANP	2735
PIEZO2	2736
PIGW	2737
PIK3CG	2738
PIK3IP1	2739
PIK3R5	2740
PIM2	2741
PIM3	2742
PIRT	2743
PITPNC1	2744
PITPNM2	2745
PIWIL1	2746
PIWIL3	2747
PKD2	2748
PKD2L2	2749
PKDCC	2750
PKDREJ	2751
PKIA	2752
PKMYT1	2753
PLA2G10	2754
PLA2G12B	2755
PLA2G2F	2756
PLA2G4A	2757
PLA2G4D	2758
PLA2G5	2759
PLAAT4	2760
PLAAT5	2761
PLAC8	2762
PLAGL2	2763
PLCB2	2764
PLCB4	2765
PLCL2	2766
PLCZ1	2767
PLD4	2768
PLD5	2769
PLD6	2770
PLEC	2771
PLEK	2772
PLEKHA4	2773
PLEKHF1	2774
PLEKHG3	2775
PLEKHG4B	2776
PLEKHG6	2777
PLEKHG7	2778
PLEKHO1	2779
PLET1	2780
PLIN4	2781
PLIN5	2782
PLK1	2783
PLK2	2784
PLK3	2785
PLK5	2786
PLN	2787
PLP1	2788
PLPP1	2789
PLPP3	2790
PLPPR3	2791
PLPPR4	2792
PLS3	2793
PLSCR3	2794
PLXNA4	2795
PLXNB2	2796
PMAIP1	2797
PMCH	2798
PMIS2	2799
PMP2	2800
PMP22	2801
PNLIPRP1	2802
PNLIPRP3	2803
PNMA1	2804
PNMA6F	2805
PNMA8C	2806
PNO1	2807
PNOC	2808
PNPLA1	2809
PNRC1	2810
PNRC2	2811
PODN	2812
POF1B	2813
POFUT1	2814
POLD4	2815
POLG2	2816
POLH	2817
POLR1B	2818
POLR2L	2819
POLR3H	2820
POM121L12	2821
POM121L2	2822
POU2AF1	2823
POU2F2	2824
POU3F1	2825
POU3F2	2826
POU3F3	2827
PPAN	2828
PPARG	2829
PPBP	2830
PPFIBP1	2831
PPIAL4G	2832
PPIC	2833
PPIF	2834
PPL	2835
PPM1M	2836
PPP1R14C	2837
PPP1R15A	2838
PPP1R1B	2839
PPP1R27	2840
PPP1R2C	2841
PPP1R36	2842
PPP1R3B	2843
PPP1R3C	2844
PPP1R9A	2845
PPP2R2C	2846
PPP2R5C	2847
PPRC1	2848
PRAC2	2849
PRAMEF1	2850
PRAMEF11	2851
PRAMEF12	2852
PRAMEF2	2853
PRAMEF20	2854
PRAMEF6	2855
PRAMEF8	2856
PRCD	2857
PRDM1	2858
PRDM13	2859
PRDM7	2860
PRDM8	2861
PRDM9	2862
PRDX4	2863
PRF1	2864
PRG3	2865
PRG4	2866
PRIMA1	2867
PRKACB	2868
PRKAG3	2869
PRKCB	2870
PRKD1	2871
PRKD2	2872
PRLH	2873
PRLR	2874
PRM1	2875
PRMT2	2876
PRMT8	2877
PRODH2	2878
PRPS1L1	2879
PRR11	2880
PRR15	2881
PRR18	2882
PRR20G	2883
PRR23C	2884
PRR23E	2885
PRR27	2886
PRR30	2887
PRR33	2888
PRR5L	2889
PRR7	2890
PRRG1	2891
PRRG2	2892
PRRT1B	2893
PRRT2	2894
PRSS12	2895
PRSS23	2896
PRSS3	2897
PRSS33	2898
PRSS41	2899
PRSS48	2900
PRSS56	2901
PRTN3	2902
PRUNE2	2903
PSAT1	2904
PSCA	2905
PSD2	2906
PSG11	2907
PSG2	2908
PSG3	2909
PSG6	2910
PSORS1C2	2911
PSTPIP2	2912
PTCHD4	2913
PTGDR	2914
PTGDR2	2915
PTGDS	2916
PTGER2	2917
PTGER3	2918
PTGER4	2919
PTGIR	2920
PTGIS	2921
PTGS2	2922
PTH2	2923
PTHLH	2924
PTMS	2925
PTPN12	2926
PTPN22	2927
PTPN4	2928
PTPN5	2929
PTPN7	2930
PTPRB	2931
PTPRE	2932
PTPRF	2933
PTPRK	2934
PTPRO	2935
PTPRQ	2936
PTPRR	2937
PTTG1	2938
PTTG1IP	2939
PURB	2940
PUS1	2941
PUS7	2942
PWWP3B	2943
PWWP4	2944
PXDC1	2945
PXDNL	2946
PXN	2947
PYCARD	2948
PYCR1	2949
PYHIN1	2950
PYY	2951
RAB11FIP1	2952
RAB27A	2953
RAB29	2954
RAB34	2955
RAB37	2956
RAB38	2957
RAB41	2958
RABAC1	2959
RABGAP1L	2960
RAD51	2961
RAET1L	2962
RALB	2963
RAMP1	2964
RANBP3L	2965
RANBP6	2966
RAP2A	2967
RAP2B	2968
RAPGEF2	2969
RARA	2970
RARB	2971
RARG	2972
RASA3	2973
RASD1	2974
RASEF	2975
RASGEF1A	2976
RASGRF2	2977
RASGRP2	2978
RASL11B	2979
RASL12	2980
RASSF1	2981
RASSF10	2982
RASSF2	2983
RASSF3	2984
RASSF6	2985
RAX2	2986
RBL2	2987
RBM19	2988
RBM47	2989
RBP5	2990
RBPJ	2991
RBPMS	2992
RCAN1	2993
RCAN2	2994
RCAN3	2995
RCBTB2	2996
RCN1	2997
RCVRN	2998
RD3	2999
RDH10	3000
RDH12	3001
REC114	3002
REG4	3003
REL	3004
RELB	3005
RELN	3006
REM1	3007
REM2	3008
REN	3009
RENBP	3010
RERG	3011
RESF1	3012
RESP18	3013
RFLNB	3014
RFPL4A	3015
RFPL4AL1	3016
RFX4	3017
RGCC	3018
RGS1	3019
RGS16	3020
RGS17	3021
RGS18	3022
RGS2	3023
RGS3	3024
RGS4	3025
RGS9BP	3026
RGSL1	3027
RHAG	3028
RHBDL1	3029
RHBG	3030
RHEX	3031
RHO	3032
RHOB	3033
RHOBTB3	3034
RHOC	3035
RHOJ	3036
RHOU	3037
RHOV	3038
RHOXF2B	3039
RIC3	3040
RIGI	3041
RIIAD1	3042
RILPL2	3043
RIN2	3044
RIN3	3045
RIOX1	3046
RIPOR2	3047
RLBP1	3048
RLN3	3049
RNASE1	3050
RNASE10	3051
RNASE11	3052
RNASE12	3053
RNASE2	3054
RNASE6	3055
RNASE7	3056
RNASE8	3057
RNASE9	3058
RND1	3059
RND2	3060
RND3	3061
RNF113A	3062
RNF125	3063
RNF144A	3064
RNF150	3065
RNF151	3066
RNF157	3067
RNF166	3068
RNF17	3069
RNF175	3070
RNF19A	3071
RNF19B	3072
RNF223	3073
RNF227	3074
RNF39	3075
ROBO4	3076
RORA	3077
RORC	3078
RPP25L	3079
RPRM	3080
RPRML	3081
RRAD	3082
RRM1	3083
RRM2	3084
RRP1	3085
RRP12	3086
RRP15	3087
RRP9	3088
RRS1	3089
RSAD2	3090
RSPH9	3091
RSPO1	3092
RSPO3	3093
RSRP1	3094
RTBDN	3095
RTKN2	3096
RTL4	3097
RTL5	3098
RTP1	3099
RTP2	3100
RTP5	3101
RUNX1	3102
RUNX1T1	3103
RUNX2	3104
RXFP2	3105
RYBP	3106
S100A1	3107
S100A12	3108
S100A16	3109
S100A7A	3110
S100A9	3111
S100B	3112
S100P	3113
S1PR1	3114
S1PR3	3115
S1PR4	3116
S1PR5	3117
SAGE1	3118
SALL1	3119
SAMD1	3120
SAMD11	3121
SAMD3	3122
SAMD9	3123
SAMD9L	3124
SAMHD1	3125
SAMSN1	3126
SAP30	3127
SAT1	3128
SAT2	3129
SATB1	3130
SBF2	3131
SBK1	3132
SBK3	3133
SCCPDH	3134
SCD	3135
SCGB1A1	3136
SCGB2A1	3137
SCGB3A1	3138
SCGN	3139
SCIN	3140
SCLY	3141
SCN3A	3142
SCN9A	3143
SCNN1G	3144
SCO2	3145
SCRT1	3146
SCRT2	3147
SCX	3148
SCYGR4	3149
SCYGR8	3150
SDC2	3151
SDC4	3152
SDCBP	3153
SDK2	3154
SDR16C5	3155
SDS	3156
SEC14L6	3157
SEC31B	3158
SELENOV	3159
SELL	3160
SELPLG	3161
SEMA3C	3162
SEMA3D	3163
SEMA3G	3164
SEMA6D	3165
SEMA7A	3166
SEPHS2	3167
SEPTIN11	3168
SEPTIN12	3169
SERINC5	3170
SERPINA1	3171
SERPINA4	3172
SERPINA5	3173
SERPINA6	3174
SERPINB1	3175
SERPINB11	3176
SERPINB2	3177
SERPINB4	3178
SERPINB6	3179
SERPINB7	3180
SERPINB9	3181
SERPIND1	3182
SERPINE1	3183
SERPINF1	3184
SERTAD1	3185
SERTM1	3186
SERTM2	3187
SESN1	3188
SESN2	3189
SESN3	3190
SETBP1	3191
SETD1B	3192
SEZ6L	3193
SFI1	3194
SFMBT2	3195
SFRP5	3196
SFT2D3	3197
SFTPA1	3198
SFTPC	3199
SFTPD	3200
SGK1	3201
SGO1	3202
SGO2	3203
SGPP2	3204
SGTB	3205
SH2D1B	3206
SH2D2A	3207
SH2D3C	3208
SH3BGRL	3209
SH3BP5	3210
SH3PXD2A	3211
SH3RF2	3212
SH3TC2	3213
SHANK1	3214
SHANK2	3215
SHBG	3216
SHC4	3217
SHCBP1	3218
SHE	3219
SHF	3220
SHISA2	3221
SHOX2	3222
SHROOM4	3223
SIAH2	3224
SIGIRR	3225
SIGLEC6	3226
SIGLEC8	3227
SIGMAR1	3228
SIRPD	3229
SIT1	3230
SIX1	3231
SIX6	3232
SKA1	3233
SKI	3234
SKIL	3235
SLA	3236
SLAMF1	3237
SLAMF6	3238
SLAMF7	3239
SLAMF9	3240
SLC10A1	3241
SLC12A1	3242
SLC12A3	3243
SLC12A7	3244
SLC12A8	3245
SLC15A5	3246
SLC16A12	3247
SLC16A3	3248
SLC17A4	3249
SLC1A2	3250
SLC1A5	3251
SLC1A6	3252
SLC20A1	3253
SLC22A1	3254
SLC22A16	3255
SLC22A24	3256
SLC22A3	3257
SLC22A6	3258
SLC22A8	3259
SLC24A2	3260
SLC24A4	3261
SLC25A18	3262
SLC25A23	3263
SLC25A31	3264
SLC25A4	3265
SLC26A1	3266
SLC26A3	3267
SLC26A8	3268
SLC26A9	3269
SLC27A2	3270
SLC27A4	3271
SLC27A6	3272
SLC28A1	3273
SLC28A2	3274
SLC29A1	3275
SLC2A1	3276
SLC2A2	3277
SLC2A3	3278
SLC2A4	3279
SLC2A5	3280
SLC2A7	3281
SLC30A1	3282
SLC33A1	3283
SLC34A2	3284
SLC34A3	3285
SLC35D2	3286
SLC35F3	3287
SLC36A3	3288
SLC38A11	3289
SLC38A2	3290
SLC38A5	3291
SLC38A8	3292
SLC39A14	3293
SLC39A2	3294
SLC39A5	3295
SLC39A6	3296
SLC3A1	3297
SLC3A2	3298
SLC40A1	3299
SLC41A2	3300
SLC43A3	3301
SLC44A2	3302
SLC45A2	3303
SLC46A2	3304
SLC47A2	3305
SLC4A3	3306
SLC52A3	3307
SLC5A2	3308
SLC5A3	3309
SLC6A18	3310
SLC6A7	3311
SLC6A8	3312
SLC7A10	3313
SLC7A11	3314
SLC7A13	3315
SLC7A4	3316
SLC7A5	3317
SLC7A6	3318
SLC9A2	3319
SLC9C2	3320
SLCO1A2	3321
SLCO1B1	3322
SLCO2A1	3323
SLCO5A1	3324
SLFN11	3325
SLFN5	3326
SLIT2	3327
SLITRK5	3328
SLN	3329
SLURP1	3330
SLURP2	3331
SMAD3	3332
SMARCA2	3333
SMC2	3334
SMC4	3335
SMCP	3336
SMIM10L1	3337
SMIM2	3338
SMIM23	3339
SMIM27	3340
SMIM30	3341
SMIM31	3342
SMIM36	3343
SMIM41	3344
SMLR1	3345
SMOX	3346
SMPD1	3347
SMPD3	3348
SMR3A	3349
SMR3B	3350
SMS	3351
SMTNL1	3352
SNAI1	3353
SNAI2	3354
SNAI3	3355
SNAP25	3356
SNAPC4	3357
SNCA	3358
SNED1	3359
SNHG32	3360
SNTB1	3361
SNX20	3362
SNX9	3363
SOCS1	3364
SOCS2	3365
SOCS3	3366
SOD2	3367
SOD3	3368
SOGA3	3369
SOHLH1	3370
SORBS2	3371
SORCS2	3372
SORL1	3373
SORT1	3374
SOS1	3375
SOSTDC1	3376
SOWAHB	3377
SOX1	3378
SOX2	3379
SOX21	3380
SOX3	3381
SOX4	3382
SOX6	3383
SOX9	3384
SP140	3385
SP6	3386
SP7	3387
SP9	3388
SPACA6	3389
SPAG5	3390
SPAM1	3391
SPANXD	3392
SPANXN2	3393
SPANXN4	3394
SPATA21	3395
SPATA4	3396
SPATA46	3397
SPATS1	3398
SPC24	3399
SPC25	3400
SPEM1	3401
SPEM2	3402
SPEM3	3403
SPHK1	3404
SPINK2	3405
SPINK4	3406
SPINK7	3407
SPINT3	3408
SPINT4	3409
SPN	3410
SPO11	3411
SPOCK2	3412
SPON1	3413
SPP1	3414
SPRR2B	3415
SPRR2F	3416
SPRY1	3417
SPRY4	3418
SPSB1	3419
SPSB4	3420
SPTBN1	3421
SPTSSB	3422
SPZ1	3423
SQOR	3424
SQSTM1	3425
SRARP	3426
SRD5A2	3427
SRD5A3	3428
SRL	3429
SRM	3430
SRPK3	3431
SRPX	3432
SRPX2	3433
SRSF5	3434
SRSF7	3435
SRSF8	3436
SSPN	3437
SST	3438
SSTR1	3439
SSTR4	3440
SSTR5	3441
ST3GAL5	3442
ST6GAL2	3443
ST6GALNAC5	3444
ST6GALNAC6	3445
ST8SIA1	3446
ST8SIA4	3447
STAB1	3448
STAP1	3449
STARD10	3450
STARD4	3451
STAT1	3452
STAT2	3453
STAT4	3454
STAT5A	3455
STC1	3456
STC2	3457
STEAP2	3458
STEAP4	3459
STIL	3460
STING1	3461
STK10	3462
STK17A	3463
STK32C	3464
STK38	3465
STMN1	3466
STOM	3467
STPG3	3468
STRIP2	3469
STUM	3470
STX11	3471
STX3	3472
STXBP5L	3473
SULT1B1	3474
SULT1C2	3475
SULT1C4	3476
SULT4A1	3477
SULT6B1	3478
SUN2	3479
SUSD1	3480
SUSD3	3481
SUSD4	3482
SVEP1	3483
SVOP	3484
SYCN	3485
SYNC	3486
SYNE1	3487
SYNE2	3488
SYNPR	3489
SYNRG	3490
SYT13	3491
SYT6	3492
SYTL1	3493
SYTL2	3494
SYTL3	3495
SYTL5	3496
TAAR1	3497
TAAR6	3498
TAAR8	3499
TAC1	3500
TAC4	3501
TACC2	3502
TACC3	3503
TACR1	3504
TACR2	3505
TACSTD2	3506
TAF11L4	3507
TAF11L6	3508
TAF7	3509
TAFA3	3510
TAFA5	3511
TAGAP	3512
TAGLN3	3513
TARM1	3514
TAS2R16	3515
TAS2R38	3516
TAS2R39	3517
TAS2R40	3518
TBC1D21	3519
TBC1D22B	3520
TBC1D30	3521
TBC1D4	3522
TBC1D9	3523
TBCC	3524
TBCEL	3525
TBKBP1	3526
TBL3	3527
TBX10	3528
TBX18	3529
TBX21	3530
TBX3	3531
TBX4	3532
TC2N	3533
TCEAL2	3534
TCEAL6	3535
TCEAL7	3536
TCF19	3537
TCF21	3538
TCF7	3539
TCIRG1	3540
TCL1A	3541
TCL1B	3542
TCP11L2	3543
TCTA	3544
TDRD10	3545
TDRD9	3546
TDRP	3547
TECPR1	3548
TECTB	3549
TEKT2	3550
TENM1	3551
TENT5A	3552
TENT5C	3553
TEPP	3554
TERB2	3555
TERC	3556
TES	3557
TESC	3558
TESK1	3559
TEX101	3560
TEX11	3561
TEX13A	3562
TEX30	3563
TEX36	3564
TEX38	3565
TEX44	3566
TEX46	3567
TEX47	3568
TEX50	3569
TEX53	3570
TEX54	3571
TEX55	3572
TFPI2	3573
TFRC	3574
TGFB1I1	3575
TGFBI	3576
TGFBR1	3577
TGFBR3	3578
TGIF1	3579
TGM3	3580
TGM6	3581
TGM7	3582
THAP2	3583
THEMIS	3584
THEMIS2	3585
THPO	3586
THRB	3587
THRSP	3588
THSD4	3589
THSD8	3590
TIAM1	3591
TIAM2	3592
TIGAR	3593
TIGIT	3594
TIMD4	3595
TIMM13	3596
TIMP1	3597
TIMP3	3598
TIPARP	3599
TK1	3600
TKTL1	3601
TKTL2	3602
TLCD2	3603
TLE5	3604
TLR1	3605
TLX1	3606
TLX3	3607
TM4SF1	3608
TM4SF18	3609
TM4SF20	3610
TM4SF4	3611
TM4SF5	3612
TM6SF1	3613
TMBIM1	3614
TMC2	3615
TMCO5A	3616
TMDD1	3617
TMEM100	3618
TMEM106C	3619
TMEM114	3620
TMEM120A	3621
TMEM121B	3622
TMEM132B	3623
TMEM140	3624
TMEM151A	3625
TMEM151B	3626
TMEM154	3627
TMEM171	3628
TMEM185B	3629
TMEM200B	3630
TMEM202	3631
TMEM204	3632
TMEM207	3633
TMEM210	3634
TMEM215	3635
TMEM225	3636
TMEM229A	3637
TMEM235	3638
TMEM239	3639
TMEM247	3640
TMEM262	3641
TMEM273	3642
TMEM275	3643
TMEM45B	3644
TMEM52B	3645
TMEM63A	3646
TMEM64	3647
TMEM71	3648
TMEM72	3649
TMEM88	3650
TMEM95	3651
TMF1	3652
TMIGD1	3653
TMPRSS11A	3654
TMPRSS11D	3655
TMPRSS11F	3656
TMPRSS15	3657
TMPRSS2	3658
TMPRSS3	3659
TMSB4X	3660
TNF	3661
TNFAIP3	3662
TNFAIP6	3663
TNFAIP8L2	3664
TNFRSF10B	3665
TNFRSF11A	3666
TNFRSF11B	3667
TNFRSF13B	3668
TNFRSF14	3669
TNFRSF18	3670
TNFRSF25	3671
TNFRSF4	3672
TNFRSF8	3673
TNFRSF9	3674
TNFSF10	3675
TNFSF11	3676
TNFSF12	3677
TNFSF14	3678
TNFSF15	3679
TNFSF4	3680
TNFSF8	3681
TNFSF9	3682
TNIK	3683
TNIP2	3684
TNIP3	3685
TNMD	3686
TNNI1	3687
TNNI3	3688
TNNT3	3689
TNS1	3690
TOB1	3691
TOMT	3692
TOP2A	3693
TOPAZ1	3694
TP53AIP1	3695
TP53I3	3696
TP53INP1	3697
TP53INP2	3698
TP53TG5	3699
TPBG	3700
TPBGL	3701
TPD52L3	3702
TPGS1	3703
TPP1	3704
TPPP3	3705
TPX2	3706
TRADD	3707
TRAF1	3708
TRAF4	3709
TRAM1L1	3710
TRANK1	3711
TRAP1	3712
TRAPPC3L	3713
TRAPPC6A	3714
TRAT1	3715
TRBC1	3716
TRBC2	3717
TRDC	3718
TREML1	3719
TRGC1	3720
TRGC2	3721
TRHDE	3722
TRHR	3723
TRIAP1	3724
TRIB1	3725
TRIB2	3726
TRIB3	3727
TRIL	3728
TRIM22	3729
TRIM31	3730
TRIM38	3731
TRIM43	3732
TRIM49B	3733
TRIM5	3734
TRIM50	3735
TRIM51	3736
TRIM51G	3737
TRIM52	3738
TRIM64B	3739
TRIM64C	3740
TRIM67-AS1	3741
TRIM72	3742
TRIM75	3743
TRIM8	3744
TRIML1	3745
TRIP13	3746
TRMO	3747
TRMT1	3748
TRMT10C	3749
TRNP1	3750
TRNT1	3751
TROAP	3752
TRPS1	3753
TRPV2	3754
TRPV6	3755
TSC22D2	3756
TSC22D3	3757
TSGA10IP	3758
TSHB	3759
TSHZ2	3760
TSPAN13	3761
TSPAN14	3762
TSPAN15	3763
TSPAN18	3764
TSPO2	3765
TSPOAP1	3766
TSPYL1	3767
TSPYL2	3768
TSPYL6	3769
TSR1	3770
TSSK2	3771
TSSK4	3772
TTC14	3773
TTC39B	3774
TTC39C	3775
TTC9	3776
TTLL12	3777
TTLL2	3778
TTLL3	3779
TTLL6	3780
TTLL8	3781
TTN	3782
TTR	3783
TUBA1B	3784
TUBA1C	3785
TUBA3E	3786
TUBA4A	3787
TUBB	3788
TUBB2A	3789
TUBB2B	3790
TUBB4B	3791
TVP23A	3792
TWIST1	3793
TWNK	3794
TXK	3795
TXNDC8	3796
TXNIP	3797
TYMP	3798
TYMS	3799
TYR	3800
TYROBP	3801
TYRP1	3802
UBA7	3803
UBASH3B	3804
UBC	3805
UBD	3806
UBE2QL1	3807
UBE2S	3808
UBE2T	3809
UBL3	3810
UBQLN2	3811
UCK2	3812
UCP2	3813
UEVLD	3814
UFSP1	3815
UGCG	3816
UGT1A1	3817
UGT2A1	3818
UGT2A2	3819
UGT2B4	3820
UHRF1	3821
UMOD	3822
UMODL1	3823
UNC13C	3824
UNC5D	3825
UNCX	3826
UNG	3827
UPP1	3828
UPRT	3829
URB1	3830
USP12	3831
USP17L1	3832
USP17L15	3833
USP17L2	3834
USP17L3	3835
USP17L7	3836
USP18	3837
USP20	3838
USP29	3839
UTP3	3840
UTRN	3841
UTS2	3842
VAMP1	3843
VAMP2	3844
VAMP4	3845
VAMP5	3846
VASN	3847
VAT1L	3848
VCL	3849
VDR	3850
VEGFA	3851
VEGFB	3852
VGF	3853
VGLL2	3854
VIM	3855
VIP	3856
VIPR1	3857
VLDLR	3858
VNN1	3859
VPREB3	3860
VPS8	3861
VRTN	3862
VSIG1	3863
VSIG2	3864
VSIG8	3865
VSIR	3866
VSNL1	3867
VSTM1	3868
VSTM2A	3869
VSTM5	3870
VTCN1	3871
VWA2	3872
VWC2	3873
VWC2L	3874
WASHC3	3875
WDFY1	3876
WDFY2	3877
WDR3	3878
WDR36	3879
WDR38	3880
WDR43	3881
WDR45B	3882
WDR5B	3883
WDR72	3884
WDR74	3885
WDR76	3886
WDR81	3887
WDR97	3888
WFDC1	3889
WFDC10A	3890
WFDC12	3891
WFDC2	3892
WFDC6	3893
WFDC9	3894
WFIKKN2	3895
WHRN	3896
WIPI1	3897
WLS	3898
WNT1	3899
WNT10A	3900
WNT2	3901
WNT3A	3902
WNT5A	3903
WNT5B	3904
WNT7B	3905
WNT9B	3906
WSB1	3907
WSCD1	3908
WWC3	3909
XAF1	3910
XBP1	3911
XCL1	3912
XCL2	3913
XG	3914
XIRP1	3915
XIRP2	3916
XKR4	3917
XKR6	3918
XPC	3919
XYLT2	3920
YBX3	3921
YPEL2	3922
YPEL3	3923
YPEL5	3924
YRDC	3925
ZAR1L	3926
ZBED2	3927
ZBED5	3928
ZBP1	3929
ZBTB10	3930
ZBTB16	3931
ZBTB21	3932
ZBTB25	3933
ZBTB3	3934
ZBTB32	3935
ZBTB4	3936
ZBTB7C	3937
ZBTB8B	3938
ZC2HC1B	3939
ZC3H10	3940
ZC3H12A	3941
ZC3H12C	3942
ZC3H12D	3943
ZC3H6	3944
ZC3HAV1	3945
ZCCHC12	3946
ZCCHC3	3947
ZDHHC14	3948
ZEB2	3949
ZFC3H1	3950
ZFP36	3951
ZFP36L1	3952
ZFP36L2	3953
ZFR2	3954
ZFYVE28	3955
ZGRF1	3956
ZIC1	3957
ZIC5	3958
ZIM3	3959
ZMAT3	3960
ZMYND15	3961
ZMYND19	3962
ZNF101	3963
ZNF112	3964
ZNF263	3965
ZNF264	3966
ZNF280A	3967
ZNF282	3968
ZNF296	3969
ZNF367	3970
ZNF385B	3971
ZNF394	3972
ZNF462	3973
ZNF467	3974
ZNF521	3975
ZNF536	3976
ZNF552	3977
ZNF556	3978
ZNF580	3979
ZNF581	3980
ZNF593	3981
ZNF652	3982
ZNF683	3983
ZNF703	3984
ZNF704	3985
ZNF750	3986
ZNF75A	3987
ZNF75D	3988
ZNF783	3989
ZNF80	3990
ZNF830	3991
ZNFX1	3992
ZNHIT2	3993
ZPBP2	3994
ZPLD1	3995
ZSCAN30	3996
ZSCAN5C	3997
ZSWIM2	3998
ZWINT	3999
